forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
255,4,New York Metro,2026-05-28,274,248,344,2.51,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
256,4,New York Metro,2026-05-29,314,257,353,2.56,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
257,4,New York Metro,2026-05-30,330,266,362,2.56,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
258,4,New York Metro,2026-05-31,340,275,371,2.71,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
259,4,New York Metro,2026-06-01,318,284,380,2.95,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
260,4,New York Metro,2026-06-02,327,293,389,2.69,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
261,4,New York Metro,2026-06-03,355,302,398,2.78,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
262,4,New York Metro,2026-06-04,336,311,407,2.96,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
263,4,New York Metro,2026-06-05,369,320,416,2.93,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
264,4,New York Metro,2026-06-06,386,329,425,3.13,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
265,4,New York Metro,2026-06-07,379,338,434,3.22,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
266,4,New York Metro,2026-06-08,416,347,443,3.14,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
267,4,New York Metro,2026-06-09,421,356,452,3.14,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
268,4,New York Metro,2026-06-10,410,365,461,3.35,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
269,4,New York Metro,2026-06-11,433,374,470,3.52,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
270,4,New York Metro,2026-06-12,416,383,479,3.61,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
271,5,Pacific Northwest,2026-05-14,69,52,99,1.15,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
272,5,Pacific Northwest,2026-05-15,73,54,101,1.18,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
273,5,Pacific Northwest,2026-05-16,79,56,103,1.11,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
274,5,Pacific Northwest,2026-05-17,90,58,105,1.17,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
275,5,Pacific Northwest,2026-05-18,81,60,107,1.15,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
276,5,Pacific Northwest,2026-05-19,84,62,109,1.15,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
277,5,Pacific Northwest,2026-05-20,82,64,111,1.18,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
278,5,Pacific Northwest,2026-05-21,91,66,113,1.23,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
279,5,Pacific Northwest,2026-05-22,88,68,115,1.26,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
280,5,Pacific Northwest,2026-05-23,100,70,117,1.24,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
281,5,Pacific Northwest,2026-05-24,85,72,119,1.23,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
282,5,Pacific Northwest,2026-05-25,88,74,121,1.29,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
283,5,Pacific Northwest,2026-05-26,101,76,123,1.22,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
284,5,Pacific Northwest,2026-05-27,110,78,125,1.27,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
285,5,Pacific Northwest,2026-05-28,94,80,127,1.22,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
286,5,Pacific Northwest,2026-05-29,102,82,129,1.27,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
287,5,Pacific Northwest,2026-05-30,105,84,131,1.29,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
288,5,Pacific Northwest,2026-05-31,115,86,133,1.26,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
289,5,Pacific Northwest,2026-06-01,105,88,135,1.36,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
290,5,Pacific Northwest,2026-06-02,123,90,137,1.36,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
291,5,Pacific Northwest,2026-06-03,115,92,139,1.29,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
292,5,Pacific Northwest,2026-06-04,121,94,141,1.34,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
293,5,Pacific Northwest,2026-06-05,109,96,143,1.35,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
294,5,Pacific Northwest,2026-06-06,112,98,145,1.32,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
295,5,Pacific Northwest,2026-06-07,114,100,147,1.34,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
296,5,Pacific Northwest,2026-06-08,118,102,149,1.4,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
297,5,Pacific Northwest,2026-06-09,123,104,151,1.35,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
298,5,Pacific Northwest,2026-06-10,136,106,153,1.42,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
299,5,Pacific Northwest,2026-06-11,135,108,155,1.36,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
300,5,Pacific Northwest,2026-06-12,130,110,157,1.41,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""enrollment_demand_shift"",""air_cargo_lane_signal"",""seasonal_trial_supply""],""top_source"":""@portsupply"",""criticality_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-05-13T09:49:20Z
301,5,Mountain West,2026-05-14,51,40,75,1.09,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
302,5,Mountain West,2026-05-15,65,41,76,1.14,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
303,5,Mountain West,2026-05-16,63,42,77,1.1,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
304,5,Mountain West,2026-05-17,56,43,78,1.12,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
305,5,Mountain West,2026-05-18,58,44,79,1.14,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
306,5,Mountain West,2026-05-19,64,45,80,1.18,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
307,5,Mountain West,2026-05-20,55,46,81,1.15,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
308,5,Mountain West,2026-05-21,59,47,82,1.11,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
309,5,Mountain West,2026-05-22,57,48,83,1.12,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
310,5,Mountain West,2026-05-23,61,49,84,1.18,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
311,5,Mountain West,2026-05-24,66,50,85,1.14,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
312,5,Mountain West,2026-05-25,66,51,86,1.17,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
313,5,Mountain West,2026-05-26,66,52,87,1.16,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
314,5,Mountain West,2026-05-27,66,53,88,1.16,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
315,5,Mountain West,2026-05-28,74,54,89,1.17,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
316,5,Mountain West,2026-05-29,76,55,90,1.19,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
317,5,Mountain West,2026-05-30,69,56,91,1.26,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
318,5,Mountain West,2026-05-31,78,57,92,1.2,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
319,5,Mountain West,2026-06-01,74,58,93,1.28,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
320,5,Mountain West,2026-06-02,68,59,94,1.22,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
321,5,Mountain West,2026-06-03,71,60,95,1.27,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
322,5,Mountain West,2026-06-04,71,61,96,1.21,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
323,5,Mountain West,2026-06-05,84,62,97,1.25,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
324,5,Mountain West,2026-06-06,85,63,98,1.25,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
325,5,Mountain West,2026-06-07,78,64,99,1.32,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
326,5,Mountain West,2026-06-08,81,65,100,1.24,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
327,5,Mountain West,2026-06-09,80,66,101,1.31,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
328,5,Mountain West,2026-06-10,91,67,102,1.29,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
329,5,Mountain West,2026-06-11,85,68,103,1.27,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
330,5,Mountain West,2026-06-12,92,69,104,1.31,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""import_inventory_release"",""manufacturer_eta_update"",""cold_chain_route_review""],""top_source"":""@cold-chain_ops"",""criticality_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-05-13T09:49:20Z
331,1,Northeast Corridor,2026-05-14,324,249,412,2.07,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""multi_source_signal_cluster"",""regulatory_review"",""manufacturer_outage"",""clinical_supply_pull_forward""],""top_source"":""@pvwatch_signal"",""criticality_score"":97,""confidence"":""very_high"",""trend"":""critical_signal_event"",""alert"":""pre_position_inventory_recommended""}",2026-05-13T09:49:20Z
332,1,Northeast Corridor,2026-05-15,360,261,424,1.96,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""multi_source_signal_cluster"",""regulatory_review"",""manufacturer_outage"",""clinical_supply_pull_forward""],""top_source"":""@pvwatch_signal"",""criticality_score"":97,""confidence"":""very_high"",""trend"":""critical_signal_event"",""alert"":""pre_position_inventory_recommended""}",2026-05-13T09:49:20Z
333,1,Northeast Corridor,2026-05-16,352,273,436,1.93,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""multi_source_signal_cluster"",""regulatory_review"",""manufacturer_outage"",""clinical_supply_pull_forward""],""top_source"":""@pvwatch_signal"",""criticality_score"":97,""confidence"":""very_high"",""trend"":""critical_signal_event"",""alert"":""pre_position_inventory_recommended""}",2026-05-13T09:49:20Z
334,1,Northeast Corridor,2026-05-17,338,285,448,2.03,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""multi_source_signal_cluster"",""regulatory_review"",""manufacturer_outage"",""clinical_supply_pull_forward""],""top_source"":""@pvwatch_signal"",""criticality_score"":97,""confidence"":""very_high"",""trend"":""critical_signal_event"",""alert"":""pre_position_inventory_recommended""}",2026-05-13T09:49:20Z
335,1,Northeast Corridor,2026-05-18,377,297,460,2,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""multi_source_signal_cluster"",""regulatory_review"",""manufacturer_outage"",""clinical_supply_pull_forward""],""top_source"":""@pvwatch_signal"",""criticality_score"":97,""confidence"":""very_high"",""trend"":""critical_signal_event"",""alert"":""pre_position_inventory_recommended""}",2026-05-13T09:49:20Z
336,1,Northeast Corridor,2026-05-19,380,309,472,2.03,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""multi_source_signal_cluster"",""regulatory_review"",""manufacturer_outage"",""clinical_supply_pull_forward""],""top_source"":""@pvwatch_signal"",""criticality_score"":97,""confidence"":""very_high"",""trend"":""critical_signal_event"",""alert"":""pre_position_inventory_recommended""}",2026-05-13T09:49:20Z
337,1,Northeast Corridor,2026-05-20,423,321,484,2.15,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""multi_source_signal_cluster"",""regulatory_review"",""manufacturer_outage"",""clinical_supply_pull_forward""],""top_source"":""@pvwatch_signal"",""criticality_score"":97,""confidence"":""very_high"",""trend"":""critical_signal_event"",""alert"":""pre_position_inventory_recommended""}",2026-05-13T09:49:20Z
